year,marital,age,race,rincome,partyid,relig,denom,tvhours
2006,Never married,40,White,$20000 - 24999,republican,Protestant,No denomination,4
2006,Married,58,White,$25000 or more,democrat,Protestant,Baptist-dk which,3
2006,Never married,58,White,Not applicable,republican,Protestant,Methodist-dk which,NA
2006,Divorced,71,White,Not applicable,republican,Protestant,United methodist,4
2006,Divorced,59,White,Refused,other party,Protestant,Presbyterian-dk wh,2
2006,Married,47,White,Not applicable,republican,Protestant,No denomination,NA
2006,Widowed,84,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Never married,28,White,Not applicable,other party,None,Not applicable,NA
2006,Married,50,White,$25000 or more,democrat,Protestant,United methodist,NA
2006,Never married,28,Black,Refused,other party,Protestant,Other,2
2006,Married,73,White,Not applicable,democrat,None,Not applicable,4
2006,Widowed,46,White,Refused,democrat,Protestant,Methodist-dk which,2
2006,Divorced,38,White,Not applicable,democrat,Protestant,Other,1
2006,Married,42,White,Not applicable,republican,Protestant,Am bapt ch in usa,1
2006,Married,45,White,$25000 or more,democrat,Protestant,Baptist-dk which,NA
2006,Married,47,White,$25000 or more,other party,Protestant,United methodist,NA
2006,Never married,28,White,$10000 - 14999,democrat,Protestant,Methodist-dk which,NA
2006,Married,49,White,$25000 or more,democrat,Protestant,Other,2
2006,Never married,30,White,Not applicable,democrat,None,Not applicable,NA
2006,Married,54,White,$25000 or more,other party,Protestant,Other,NA
2006,Married,76,White,Not applicable,democrat,None,Not applicable,NA
2006,Never married,26,White,$10000 - 14999,other party,Catholic,Not applicable,2
2006,Married,80,White,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Never married,47,Other,$6000 to 6999,other party,Protestant,Methodist-dk which,NA
2006,Married,45,Other,$20000 - 24999,other party,Catholic,Not applicable,NA
2006,Never married,44,Other,Not applicable,other party,Catholic,Not applicable,8
2006,Never married,19,White,Not applicable,republican,Catholic,Not applicable,3
2006,Never married,18,Other,Lt $1000,democrat,Catholic,Not applicable,NA
2006,Divorced,42,Other,$25000 or more,democrat,Catholic,Not applicable,2
2006,Divorced,45,White,$8000 to 9999,other party,Protestant,Other,NA
2006,Never married,60,White,$25000 or more,republican,Catholic,Not applicable,2
2006,Never married,28,White,Not applicable,democrat,Catholic,Not applicable,2
2006,Married,44,Other,$1000 to 2999,democrat,Other,Not applicable,0
2006,Married,57,Other,Not applicable,other party,Catholic,Not applicable,4
2006,Married,33,White,Not applicable,democrat,Protestant,No denomination,2
2006,Separated,30,Other,$10000 - 14999,other party,Catholic,Not applicable,NA
2006,Married,30,Other,Not applicable,democrat,Moslem/islam,Not applicable,3
2006,Widowed,63,White,$25000 or more,democrat,Other,Not applicable,NA
2006,Never married,21,White,$5000 to 5999,democrat,None,Not applicable,8
2006,Never married,22,White,$8000 to 9999,democrat,None,Not applicable,NA
2006,Married,27,Other,$5000 to 5999,democrat,Protestant,No denomination,NA
2006,Married,32,Other,$15000 - 19999,other party,Buddhism,Not applicable,NA
2006,Married,53,Other,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Married,39,Other,$15000 - 19999,democrat,Catholic,Not applicable,NA
2006,Married,29,Other,Not applicable,other party,Moslem/islam,Not applicable,NA
2006,Never married,29,Black,$10000 - 14999,democrat,Catholic,Not applicable,NA
2006,Married,73,White,Not applicable,republican,Buddhism,Not applicable,5
2006,Married,68,White,$20000 - 24999,republican,Protestant,"Presbyterian, merged",NA
2006,Divorced,60,White,Not applicable,democrat,Protestant,Am baptist asso,NA
2006,Divorced,70,Other,$8000 to 9999,democrat,Catholic,Not applicable,NA
2006,Never married,30,Other,$10000 - 14999,other party,Catholic,Not applicable,NA
2006,Married,40,White,Not applicable,other party,Protestant,United methodist,1
2006,Married,58,White,$10000 - 14999,republican,Protestant,Other,3
2006,Married,43,Black,$25000 or more,democrat,Protestant,Baptist-dk which,NA
2006,Married,47,White,$8000 to 9999,republican,Protestant,Southern baptist,NA
2006,Married,54,Other,$25000 or more,republican,Catholic,Not applicable,NA
2006,Never married,21,Other,Not applicable,democrat,Catholic,Not applicable,NA
2006,Married,59,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,71,White,Not applicable,republican,Protestant,Southern baptist,3
2006,Married,38,White,$25000 or more,republican,None,Not applicable,2
2006,Married,52,Other,$25000 or more,democrat,Catholic,Not applicable,3
2006,Married,61,White,Not applicable,republican,Protestant,Southern baptist,NA
2006,Divorced,53,Other,Lt $1000,democrat,Catholic,Not applicable,NA
2006,Married,58,White,$6000 to 6999,republican,Protestant,Other,NA
2006,Never married,27,Other,Lt $1000,republican,Protestant,Other,NA
2006,Divorced,42,White,Not applicable,republican,Protestant,Other,NA
2006,Separated,29,White,Not applicable,republican,None,Not applicable,NA
2006,Married,55,White,$25000 or more,republican,None,Not applicable,NA
2006,Widowed,75,White,Not applicable,republican,Protestant,Other,NA
2006,Married,54,White,$1000 to 2999,democrat,Protestant,Other,1
2006,Divorced,64,White,$8000 to 9999,democrat,Protestant,Other,NA
2006,Married,21,White,$25000 or more,republican,Protestant,Other,NA
2006,Widowed,80,White,Not applicable,republican,Protestant,Other,2
2006,Married,33,White,Not applicable,republican,Protestant,Other,4
2006,Divorced,35,White,$25000 or more,republican,Protestant,Other,NA
2006,Divorced,50,White,$10000 - 14999,other party,None,Not applicable,3
2006,Divorced,28,White,Not applicable,other party,None,Not applicable,NA
2006,Married,25,Other,$8000 to 9999,democrat,Catholic,Not applicable,4
2006,Married,65,White,Not applicable,republican,Protestant,Other,NA
2006,Divorced,65,White,$10000 - 14999,democrat,Protestant,Other,NA
2006,Married,54,White,$25000 or more,democrat,None,Not applicable,3
2006,Never married,31,White,$15000 - 19999,democrat,None,Not applicable,NA
2006,Married,73,White,Not applicable,republican,Protestant,Other,6
2006,Married,43,White,$25000 or more,republican,Protestant,Other,NA
2006,Married,52,White,$25000 or more,republican,Protestant,Other,NA
2006,Separated,51,White,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Widowed,72,White,Not applicable,other party,None,Not applicable,NA
2006,Married,31,White,$20000 - 24999,republican,Protestant,Other,NA
2006,Married,79,White,Not applicable,other party,Protestant,Other baptists,NA
2006,Divorced,46,White,$25000 or more,democrat,None,Not applicable,NA
2006,Married,78,White,Not applicable,republican,Protestant,Lutheran-dk which,NA
2006,Married,25,White,$1000 to 2999,republican,None,Not applicable,NA
2006,Married,45,White,$25000 or more,republican,Protestant,No denomination,NA
2006,Married,59,White,$10000 - 14999,other party,Protestant,Presbyterian-dk wh,2
2006,Married,72,White,Not applicable,republican,Protestant,No denomination,5
2006,Married,36,White,$15000 - 19999,democrat,None,Not applicable,NA
2006,Married,54,White,$25000 or more,republican,None,Not applicable,NA
2006,Married,59,White,$25000 or more,republican,Protestant,Am lutheran,2
2006,Married,70,White,Not applicable,republican,Protestant,Other,NA
2006,Divorced,35,White,$15000 - 19999,other party,None,Not applicable,NA
2006,Married,50,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,37,White,$25000 or more,republican,Catholic,Not applicable,3
2006,Divorced,36,White,$25000 or more,democrat,None,Not applicable,NA
2006,Never married,47,White,$25000 or more,democrat,Buddhism,Not applicable,NA
2006,Married,50,White,$15000 - 19999,democrat,Protestant,No denomination,0
2006,Never married,22,White,$15000 - 19999,other party,None,Not applicable,2
2006,Divorced,38,White,Refused,democrat,Protestant,Episcopal,0
2006,Never married,34,White,$25000 or more,democrat,None,Not applicable,NA
2006,Married,68,Black,Not applicable,other party,Protestant,United pres ch in us,14
2006,Married,45,Other,$15000 - 19999,democrat,Protestant,Other,1
2006,Married,54,White,$8000 to 9999,other party,Protestant,Presbyterian c in us,NA
2006,Divorced,31,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Divorced,49,White,$25000 or more,republican,Catholic,Not applicable,3
2006,Married,54,White,Not applicable,republican,Protestant,Methodist-dk which,1
2006,Widowed,78,White,Not applicable,other party,Catholic,Not applicable,NA
2006,Married,70,White,Not applicable,republican,Protestant,No denomination,NA
2006,Never married,36,Other,Not applicable,republican,Catholic,Not applicable,2
2006,Married,41,White,Not applicable,other party,Protestant,No denomination,NA
2006,Never married,20,White,Not applicable,democrat,None,Not applicable,3
2006,Divorced,37,White,$1000 to 2999,republican,Catholic,Not applicable,2
2006,Divorced,56,White,Not applicable,republican,None,Not applicable,NA
2006,Never married,57,White,Lt $1000,other party,Protestant,Other,3
2006,Married,66,White,Not applicable,other party,Protestant,United methodist,NA
2006,Married,36,White,$25000 or more,republican,Protestant,No denomination,2
2006,Widowed,40,White,Not applicable,democrat,Protestant,Other,7
2006,Divorced,35,White,Don't know,other party,Protestant,Other,NA
2006,Widowed,81,White,Not applicable,republican,Protestant,Other,NA
2006,Married,55,White,$25000 or more,republican,Protestant,No denomination,NA
2006,Married,54,White,Not applicable,republican,Protestant,Other,NA
2006,Married,46,White,$5000 to 5999,republican,Protestant,Other,3
2006,Married,56,White,$25000 or more,other party,Catholic,Not applicable,NA
2006,Married,53,White,$15000 - 19999,other party,Protestant,Other,NA
2006,Divorced,60,White,$20000 - 24999,other party,Protestant,No denomination,NA
2006,Widowed,73,White,Not applicable,democrat,Protestant,Episcopal,4
2006,Married,48,White,$25000 or more,democrat,Protestant,Other,NA
2006,Never married,38,Other,$25000 or more,other party,Protestant,Lutheran-dk which,NA
2006,Never married,22,White,$10000 - 14999,democrat,Protestant,No denomination,2
2006,Married,32,White,$25000 or more,democrat,Other,Not applicable,2
2006,Never married,21,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Widowed,64,White,Not applicable,democrat,Protestant,Other,4
2006,Never married,33,White,$4000 to 4999,democrat,Catholic,Not applicable,5
2006,Widowed,84,White,Not applicable,democrat,Protestant,No denomination,NA
2006,Married,47,White,$25000 or more,democrat,Moslem/islam,Not applicable,2
2006,Separated,72,White,Not applicable,democrat,Protestant,Other,5
2006,Never married,41,White,Not applicable,democrat,None,Not applicable,NA
2006,Married,48,White,Not applicable,democrat,Orthodox-christian,Not applicable,NA
2006,Never married,69,White,$10000 - 14999,democrat,Catholic,Not applicable,NA
2006,Never married,27,Black,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,36,Other,Not applicable,other party,None,Not applicable,NA
2006,Never married,34,Other,$25000 or more,democrat,Protestant,Other,1
2006,Widowed,64,Other,Don't know,republican,Catholic,Not applicable,NA
2006,Separated,64,Other,Refused,other party,None,Not applicable,NA
2006,Married,27,White,$20000 - 24999,republican,Protestant,Nat bapt conv of am,1
2006,Married,46,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,43,White,Not applicable,democrat,Catholic,Not applicable,3
2006,Married,62,Other,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Married,63,White,Not applicable,democrat,Protestant,United methodist,0
2006,Divorced,47,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Divorced,44,White,$25000 or more,other party,Inter-nondenominational,Not applicable,NA
2006,Widowed,87,White,Refused,democrat,Catholic,Not applicable,2
2006,Divorced,39,White,$25000 or more,democrat,None,Not applicable,NA
2006,Married,44,Black,$25000 or more,democrat,Protestant,Other,3
2006,Divorced,64,Black,$10000 - 14999,democrat,Protestant,Other,NA
2006,Married,45,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Married,51,Black,$25000 or more,democrat,Protestant,Southern baptist,1
2006,Married,45,White,Not applicable,democrat,Jewish,Not applicable,2
2006,Divorced,73,White,Not applicable,democrat,Protestant,Methodist-dk which,NA
2006,Married,35,Other,Don't know,other party,Catholic,Not applicable,2
2006,Married,36,Black,$20000 - 24999,democrat,Protestant,Other,NA
2006,Divorced,80,White,Not applicable,democrat,Catholic,Not applicable,6
2006,Married,42,Black,$25000 or more,democrat,Protestant,Baptist-dk which,6
2006,Widowed,71,White,$25000 or more,republican,Protestant,Other,3
2006,Never married,40,Black,$15000 - 19999,other party,Protestant,Baptist-dk which,NA
2006,Married,42,White,Not applicable,other party,None,Not applicable,NA
2006,Separated,35,Other,$10000 - 14999,republican,Catholic,Not applicable,NA
2006,Widowed,87,White,Not applicable,democrat,Jewish,Not applicable,1
2006,Married,34,White,Not applicable,republican,Catholic,Not applicable,2
2006,Divorced,70,White,$25000 or more,republican,Protestant,Southern baptist,NA
2006,Married,47,White,$25000 or more,other party,None,Not applicable,NA
2006,Married,47,Other,$10000 - 14999,other party,Protestant,Other,NA
2006,Divorced,47,White,$25000 or more,other party,Protestant,No denomination,NA
2006,Widowed,59,Other,Not applicable,other party,Catholic,Not applicable,NA
2006,Married,74,White,Not applicable,democrat,Catholic,Not applicable,1
2006,Never married,29,White,Not applicable,republican,None,Not applicable,NA
2006,Married,59,White,Not applicable,republican,Protestant,Am lutheran,1
2006,Married,64,White,$10000 - 14999,democrat,Protestant,Southern baptist,3
2006,Married,38,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Divorced,45,White,$25000 or more,republican,Protestant,Lutheran-mo synod,2
2006,Married,67,White,Not applicable,republican,Protestant,Other,NA
2006,Never married,30,White,Not applicable,other party,None,Not applicable,NA
2006,Married,53,White,$25000 or more,republican,Protestant,Other,2
2006,Divorced,60,White,$20000 - 24999,republican,Protestant,United methodist,NA
2006,Never married,68,White,$25000 or more,other party,None,Not applicable,1
2006,Married,36,Other,$15000 - 19999,other party,None,Not applicable,1
2006,Never married,26,White,Not applicable,republican,Catholic,Not applicable,1
2006,Never married,43,White,$25000 or more,democrat,Catholic,Not applicable,4
2006,Never married,30,White,Not applicable,republican,Protestant,Lutheran-dk which,4
2006,Divorced,51,White,$25000 or more,republican,Protestant,No denomination,2
2006,Never married,23,White,$25000 or more,other party,Catholic,Not applicable,2
2006,Never married,38,White,$20000 - 24999,republican,None,Not applicable,NA
2006,Married,31,White,Not applicable,republican,Protestant,Other,2
2006,Never married,44,Other,Not applicable,other party,Protestant,Other,NA
2006,Married,35,White,$25000 or more,republican,Catholic,Not applicable,2
2006,Married,85,White,Not applicable,democrat,None,Not applicable,NA
2006,Married,88,White,Not applicable,republican,Protestant,No denomination,8
2006,Divorced,47,White,$20000 - 24999,republican,Protestant,Other methodist,NA
