token,pos
sad,ADJ
season,NOUN
of,ADP
life,NOUN
without,ADP
growth,NOUN
....,PUNCT
It,PRON
has,VERB
no,DET
day,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Fourth,ADP
of,ADP
July,PROPN
",",PUNCT
"""",PUNCT
Amory,PROPN
suggested,VERB
facetiously,ADV
.,PUNCT
"""",PUNCT
Do,AUX
n't,PART
be,AUX
funny,ADJ
!,PUNCT
"""",PUNCT
she,PRON
said,VERB
",",PUNCT
raking,VERB
him,PRON
with,ADP
her,PRON
eyes,NOUN
.,PUNCT
"""",PUNCT
Well,INTJ
",",PUNCT
what,PRON
could,AUX
fulfil,VERB
the,DET
promise,NOUN
of,ADP
spring,NOUN
?,PUNCT
"""",PUNCT
She,PRON
thought,VERB
a,DET
moment,NOUN
.,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
I,PRON
suppose,VERB
heaven,NOUN
would,AUX
",",PUNCT
if,SCONJ
there,PRON
was,VERB
one,NUM
",",PUNCT
"""",PUNCT
she,PRON
said,VERB
finally,ADV
",",PUNCT
"""",PUNCT
a,DET
sort,ADV
of,ADP
pagan,ADJ
heaven,NOUN
--,PUNCT
you,PRON
ought,VERB
to,PART
be,AUX
a,DET
materialist,NOUN
",",PUNCT
"""",PUNCT
she,PRON
continued,VERB
irrelevantly,ADV
.,PUNCT
"""",PUNCT
Why,ADV
?,PUNCT
"""",PUNCT
"""",PUNCT
Because,SCONJ
you,PRON
look,VERB
a,DET
good,ADJ
deal,NOUN
like,ADP
the,DET
pictures,NOUN
of,ADP
Rupert,PROPN
Brooke,PROPN
.,PUNCT
"""",PUNCT
To,ADP
some,DET
extent,NOUN
Amory,PROPN
tried,VERB
to,PART
play,VERB
Rupert,PROPN
Brooke,PROPN
as,ADV
long,ADV
as,SCONJ
he,PRON
knew,VERB
Eleanor,PROPN
.,PUNCT
What,PRON
he,PRON
said,VERB
",",PUNCT
his,PRON
attitude,NOUN
toward,ADP
life,NOUN
",",PUNCT
toward,ADP
her,PRON
",",PUNCT
toward,ADP
himself,PRON
",",PUNCT
were,AUX
all,DET
reflexes,NOUN
of,ADP
the,DET
dead,ADJ
Englishman,PROPN
's,PART
literary,ADJ
moods,NOUN
.,PUNCT
Often,ADV
she,PRON
sat,VERB
in,ADP
the,DET
grass,NOUN
",",PUNCT
a,DET
lazy,ADJ
wind,NOUN
playing,VERB
with,ADP
her,PRON
short,ADJ
hair,NOUN
",",PUNCT
her,PRON
voice,NOUN
husky,ADJ
as,SCONJ
she,PRON
ran,VERB
up,ADP
and,CCONJ
down,ADP
the,DET
scale,NOUN
from,ADP
Grantchester,PROPN
to,ADP
Waikiki,PROPN
.,PUNCT
There,PRON
was,VERB
something,PRON
most,ADJ
passionate,NOUN
in,ADP
Eleanor,PROPN
's,PART
reading,NOUN
aloud,ADV
.,PUNCT
They,PRON
seemed,VERB
nearer,ADV
",",PUNCT
not,ADV
only,ADV
mentally,ADV
",",PUNCT
but,CCONJ
physically,ADV
",",PUNCT
when,ADV
they,PRON
read,VERB
",",PUNCT
than,ADP
when,ADV
she,PRON
was,AUX
in,ADP
his,PRON
arms,NOUN
",",PUNCT
and,CCONJ
this,PRON
was,AUX
often,ADV
",",PUNCT
for,SCONJ
they,PRON
fell,VERB
half,NOUN
into,ADP
love,NOUN
almost,ADV
from,ADP
the,DET
first,ADJ
.,PUNCT
Yet,CCONJ
was,AUX
Amory,ADV
capable,ADJ
of,ADP
love,NOUN
now,ADV
?,PUNCT
He,PRON
could,AUX
",",PUNCT
as,ADP
always,ADV
",",PUNCT
run,VERB
through,ADP
the,DET
emotions,NOUN
in,ADP
a,DET
half,NOUN
hour,NOUN
",",PUNCT
but,CCONJ
even,ADV
while,SCONJ
they,PRON
revelled,VERB
in,ADP
their,PRON
imaginations,NOUN
",",PUNCT
he,PRON
knew,VERB
that,SCONJ
neither,DET
of,ADP
them,PRON
could,AUX
care,VERB
as,SCONJ
he,PRON
had,AUX
cared,VERB
once,ADV
before,ADV
--,PUNCT
I,PRON
suppose,VERB
that,PRON
was,VERB
why,ADV
they,PRON
turned,VERB
to,ADP
Brooke,PROPN
",",PUNCT
and,CCONJ
Swinburne,PROPN
",",PUNCT
and,CCONJ
Shelley,PROPN
.,PUNCT
Their,PRON
chance,NOUN
was,VERB
to,PART
make,VERB
everything,PRON
fine,ADJ
and,CCONJ
finished,ADJ
and,CCONJ
rich,ADJ
and,CCONJ
imaginative,ADJ
;,PUNCT
they,PRON
must,AUX
bend,VERB
tiny,ADJ
golden,ADJ
tentacles,NOUN
from,ADP
his,PRON
imagination,NOUN
to,ADP
hers,PRON
",",PUNCT
that,PRON
would,AUX
take,VERB
the,DET
place,NOUN
of,ADP
the,DET
great,ADJ
",",PUNCT
deep,ADJ
love,NOUN
that,PRON
was,AUX
never,ADV
so,ADV
near,ADJ
",",PUNCT
yet,CCONJ
never,ADV
so,ADV
much,ADJ
of,ADP
a,DET
dream,NOUN
.,PUNCT
One,NUM
poem,NOUN
they,PRON
read,VERB
over,ADV
and,CCONJ
over,ADP
;,PUNCT
Swinburne,PROPN
's,PART
"""",PUNCT
Triumph,NOUN
of,ADP
Time,PROPN
",",PUNCT
"""",PUNCT
and,CCONJ
four,NUM
lines,NOUN
of,ADP
it,PRON
rang,VERB
in,ADP
his,PRON
memory,NOUN
afterward,ADV
on,ADP
warm,ADJ
nights,NOUN
when,ADV
he,PRON
saw,VERB
the,DET
fireflies,NOUN
among,ADP
dusky,ADJ
tree,NOUN
trunks,NOUN
and,CCONJ
heard,VERB
the,DET
low,ADJ
drone,NOUN
of,ADP
many,ADJ
frogs,NOUN
.,PUNCT
Then,ADV
Eleanor,PROPN
seemed,VERB
to,PART
come,VERB
out,ADV
of,ADP
the,DET
night,NOUN
and,CCONJ
stand,VERB
by,ADP
him,PRON
",",PUNCT
and,CCONJ
he,PRON
heard,VERB
her,PRON
throaty,NOUN
voice,NOUN
",",PUNCT
with,ADP
its,PRON
tone,NOUN
of,ADP
a,DET
fleecy,NOUN
-,PUNCT
headed,VERB
drum,NOUN
",",PUNCT
repeating,VERB
:,PUNCT
"""",PUNCT
Is,AUX
it,PRON
worth,ADJ
a,DET
tear,NOUN
",",PUNCT
is,AUX
it,PRON
worth,ADJ
an,DET
hour,NOUN
",",PUNCT
To,PART
think,VERB
of,ADP
things,NOUN
that,PRON
are,AUX
well,ADV
outworn,ADJ
;,PUNCT
Of,ADP
fruitless,ADJ
husk,NOUN
and,CCONJ
fugitive,ADJ
flower,NOUN
",",PUNCT
The,DET
dream,NOUN
foregone,NOUN
and,CCONJ
the,DET
deed,NOUN
foreborne,NUM
?,PUNCT
"""",PUNCT
They,PRON
were,AUX
formally,ADV
introduced,VERB
two,NUM
days,NOUN
later,ADV
",",PUNCT
and,CCONJ
his,PRON
aunt,NOUN
told,VERB
him,PRON
her,PRON
history,NOUN
.,PUNCT
The,DET
Ramillys,NOUN
were,AUX
two,NUM
:,PUNCT
old,ADJ
Mr.,PROPN
Ramilly,PROPN
and,CCONJ
his,PRON
granddaughter,NOUN
",",PUNCT
Eleanor,PROPN
.,PUNCT
She,PRON
had,AUX
lived,VERB
in,ADP
France,PROPN
with,ADP
a,DET
restless,NOUN
mother,NOUN
whom,PRON
Amory,PROPN
imagined,VERB
to,PART
have,AUX
been,AUX
very,ADV
like,ADP
his,PRON
own,ADJ
",",PUNCT
on,ADP
whose,PRON
death,NOUN
she,PRON
had,AUX
come,VERB
to,ADV
America,PROPN
",",PUNCT
to,PART
live,VERB
in,ADP
Maryland,PROPN
.,PUNCT
She,PRON
had,AUX
gone,VERB
to,ADP
Baltimore,PROPN
first,ADV
to,PART
stay,VERB
with,ADP
a,DET
bachelor,NOUN
uncle,NOUN
",",PUNCT
and,CCONJ
there,ADV
she,PRON
insisted,VERB
on,SCONJ
being,AUX
a,DET
debutante,NOUN
at,ADP
the,DET
age,NOUN
of,ADP
seventeen,NUM
.,PUNCT
She,PRON
had,VERB
a,DET
wild,ADJ
winter,NOUN
and,CCONJ
arrived,VERB
in,ADP
the,DET
country,NOUN
in,ADP
March,PROPN
",",PUNCT
having,AUX
quarrelled,VERB
frantically,ADV
with,ADP
all,DET
her,PRON
Baltimore,PROPN
relatives,NOUN
",",PUNCT
and,CCONJ
shocked,VERB
them,PRON
into,ADP
fiery,NOUN
protest,NOUN
.,PUNCT
A,DET
rather,ADV
fast,ADJ
crowd,NOUN
had,AUX
come,VERB
out,ADV
",",PUNCT
who,PRON
drank,VERB
cocktails,NOUN
in,ADP
limousines,NOUN
and,CCONJ
were,AUX
promiscuously,ADV
condescending,VERB
and,CCONJ
patronizing,VERB
toward,ADP
older,ADJ
people,NOUN
",",PUNCT
and,CCONJ
Eleanor,PROPN
with,ADP
an,DET
esprit,NOUN
that,PRON
hinted,VERB
strongly,ADV
of,ADP
the,DET
boulevards,NOUN
",",PUNCT
led,VERB
many,ADJ
innocents,NOUN
still,ADV
redolent,ADJ
of,ADP
St.,PROPN
Timothy,PROPN
's,PART
and,CCONJ
Farmington,PROPN
",",PUNCT
into,ADP
paths,NOUN
of,ADP
Bohemian,PROPN
naughtiness,NOUN
.,PUNCT
When,ADV
the,DET
story,NOUN
came,VERB
to,ADP
her,PRON
uncle,NOUN
",",PUNCT
a,DET
forgetful,ADJ
cavalier,NOUN
of,ADP
a,DET
more,ADV
hypocritical,ADJ
era,NOUN
",",PUNCT
there,PRON
was,VERB
a,DET
scene,NOUN
",",PUNCT
from,ADP
which,PRON
Eleanor,PROPN
emerged,VERB
",",PUNCT
subdued,VERB
but,CCONJ
rebellious,ADJ
and,CCONJ
indignant,ADJ
",",PUNCT
to,PART
seek,VERB
haven,NOUN
with,ADP
her,PRON
grandfather,NOUN
who,PRON
hovered,VERB
in,ADP
the,DET
country,NOUN
on,ADP
the,DET
near,ADJ
side,NOUN
of,ADP
senility,NOUN
.,PUNCT
That,PRON
's,AUX
as,ADV
far,ADV
as,ADP
her,PRON
story,NOUN
went,VERB
;,PUNCT
she,PRON
told,VERB
him,PRON
the,DET
rest,NOUN
herself,PRON
",",PUNCT
but,CCONJ
that,PRON
was,AUX
later,ADV
.,PUNCT
Often,ADV
they,PRON
swam,VERB
and,CCONJ
as,ADP
Amory,DET
floated,VERB
lazily,ADV
in,ADP
the,DET
water,NOUN
he,PRON
shut,VERB
his,PRON
mind,VERB
to,ADP
all,DET
thoughts,NOUN
except,ADP
those,PRON
of,ADP
hazy,ADJ
soap,NOUN
-,PUNCT
bubble,NOUN
lands,NOUN
where,ADV
the,DET
sun,NOUN
splattered,VERB
through,ADP
wind,NOUN
-,PUNCT
drunk,ADJ
trees,NOUN
.,PUNCT
How,ADV
could,AUX
any,DET
one,NOUN
possibly,ADV
think,VERB
or,CCONJ
worry,VERB
",",PUNCT
or,CCONJ
do,AUX
anything,PRON
except,ADP
splash,NOUN
and,CCONJ
dive,NOUN
and,CCONJ
loll,VERB
there,ADV
on,ADP
the,DET
edge,NOUN
of,ADP
time,NOUN
while,SCONJ
the,DET
flower,NOUN
months,NOUN
failed,VERB
.,PUNCT
Let,VERB
the,DET
days,NOUN
move,VERB
over,ADV
--,PUNCT
sadness,NOUN
and,CCONJ
memory,NOUN
and,CCONJ
pain,NOUN
recurred,VERB
outside,ADV
",",PUNCT
and,CCONJ
here,ADV
",",PUNCT
once,ADV
more,ADV
",",PUNCT
before,SCONJ
he,PRON
went,VERB
on,ADV
to,PART
meet,VERB
them,PRON
he,PRON
wanted,VERB
to,PART
drift,VERB
and,CCONJ
be,AUX
young,ADJ
.,PUNCT
There,PRON
were,VERB
days,NOUN
when,ADV
Amory,PROPN
resented,VERB
that,SCONJ
life,NOUN
had,AUX
changed,VERB
from,ADP
an,DET
even,ADV
progress,NOUN
along,ADP
a,DET
road,NOUN
stretching,VERB
ever,ADV
in,ADP
sight,NOUN
",",PUNCT
with,ADP
the,DET
scenery,NOUN
merging,VERB
and,CCONJ
blending,ADJ
",",PUNCT
into,ADP
a,DET
succession,NOUN
of,ADP
quick,ADJ
",",PUNCT
unrelated,ADJ
scenes,NOUN
--,PUNCT
two,NUM
years,NOUN
of,ADP
sweat,NOUN
and,CCONJ
blood,NOUN
",",PUNCT
that,ADV
sudden,ADV
absurd,ADJ
instinct,NOUN
for,ADP
paternity,NOUN
that,PRON
Rosalind,PROPN
had,AUX
stirred,VERB
;,PUNCT
the,DET
half,NOUN
-,PUNCT
sensual,ADJ
",",PUNCT
half,ADJ
-,PUNCT
neurotic,ADJ
quality,NOUN
of,ADP
this,DET
autumn,NOUN
with,ADP
Eleanor,PROPN
.,PUNCT
He,PRON
felt,VERB
that,SCONJ
it,PRON
would,AUX
take,VERB
all,DET
time,NOUN
",",PUNCT
more,ADJ
than,SCONJ
he,PRON
could,AUX
ever,ADV
spare,VERB
",",PUNCT
to,PART
glue,VERB
these,DET
strange,ADJ
cumbersome,NOUN
pictures,NOUN
into,ADP
the,DET
scrap,NOUN
-,PUNCT
book,NOUN
of,ADP
his,PRON
life,NOUN
.,PUNCT
It,PRON
was,AUX
all,ADV
like,ADP
a,DET
banquet,NOUN
where,ADV
he,PRON
sat,VERB
for,ADP
this,DET
half,NOUN
-,PUNCT
hour,NOUN
of,ADP
his,PRON
youth,NOUN
and,CCONJ
tried,VERB
to,PART
enjoy,VERB
brillia,PROPN
nt,PART
epicurean,ADJ
courses,NOUN
.,PUNCT
Dimly,ADV
he,PRON
promised,VERB
himself,PRON
a,DET
time,NOUN
where,ADV
all,DET
should,AUX
be,AUX
welded,VERB
together,ADV
.,PUNCT
For,ADP
months,NOUN
it,PRON
seemed,VERB
that,SCONJ
he,PRON
had,AUX
alternated,VERB
between,ADV
being,AUX
borne,VERB
along,ADP
a,DET
stream,NOUN
of,ADP
love,NOUN
or,CCONJ
fascination,NOUN
",",PUNCT
or,CCONJ
left,VERB
in,ADP
an,DET
eddy,NOUN
",",PUNCT
and,CCONJ
in,ADP
the,DET
eddies,NOUN
he,PRON
had,AUX
not,PART
desired,VERB
to,PART
think,VERB
",",PUNCT
rather,ADV
to,PART
be,AUX
picked,VERB
up,ADP
on,ADP
a,DET
wave,NOUN
's,PART
top,NOUN
and,CCONJ
swept,VERB
along,ADV
again,ADV
.,PUNCT
"""",PUNCT
The,DET
despairing,NOUN
",",PUNCT
dying,VERB
autumn,NOUN
and,CCONJ
our,PRON
love,NOUN
--,PUNCT
how,ADV
well,ADV
they,PRON
harmonize,VERB
!,PUNCT
"""",PUNCT
said,VERB
Eleanor,PROPN
sadly,ADV
one,NUM
day,NOUN
as,SCONJ
they,PRON
lay,VERB
dripping,NOUN
by,ADP
the,DET
water,NOUN
.,PUNCT
"""",PUNCT
The,DET
Indian,ADJ
summer,NOUN
of,ADP
our,PRON
hearts,NOUN
--,PUNCT
"""",PUNCT
he,PRON
ceased,VERB
.,PUNCT
"""",PUNCT
Tell,VERB
me,PRON
",",PUNCT
"""",PUNCT
she,PRON
said,VERB
finally,ADV
",",PUNCT
"""",PUNCT
was,AUX
she,PRON
light,NOUN
or,CCONJ
dark,ADJ
?,PUNCT
"""",PUNCT
"""",PUNCT
Light,ADJ
.,PUNCT
"""",PUNCT
"""",PUNCT
Was,AUX
she,PRON
more,ADV
beautiful,ADJ
than,SCONJ
I,PRON
am,AUX
?,PUNCT
"""",PUNCT
"""",PUNCT
I,PRON
do,AUX
n't,PART
know,VERB
",",PUNCT
"""",PUNCT
said,VERB
Amory,PROPN
shortly,ADV
.,PUNCT
One,NUM
night,NOUN
they,PRON
walked,VERB
while,SCONJ
the,DET
moon,NOUN
rose,NOUN
and,CCONJ
poured,VERB
a,DET
great,ADJ
burden,NOUN
of,ADP
glory,NOUN
over,ADP
the,DET
garden,NOUN
until,SCONJ
it,PRON
seemed,VERB
fairyland,NOUN
with,ADP
Amory,PROPN
and,CCONJ
Eleanor,PROPN
",",PUNCT
dim,ADJ
phantasmal,ADJ
shapes,NOUN
",",PUNCT
expressing,VERB
eternal,ADJ
beauty,NOUN
in,ADP
curious,ADJ
elfin,ADJ
love,NOUN
moods,NOUN
.,PUNCT
Then,ADV
they,PRON
turned,VERB
out,ADP
of,ADP
the,DET
moonlight,NOUN
into,ADP
the,DET
trellised,VERB
darkness,NOUN
of,ADP
a,DET
vine,NOUN
-,PUNCT
hung,ADJ
pagoda,NOUN
",",PUNCT
where,ADV
there,PRON
were,VERB
scents,NOUN
so,ADV
plaintive,ADJ
as,ADV
to,PART
be,AUX
nearly,ADV
musical,ADJ
.,PUNCT
"""",PUNCT
Light,VERB
a,DET
match,NOUN
",",PUNCT
"""",PUNCT
she,PRON
whispered,VERB
.,PUNCT
"""",PUNCT
I,PRON
want,VERB
to,PART
see,VERB
you,PRON
.,PUNCT
"""",PUNCT
Scratch,PROPN
!,PUNCT
Flare,VERB
!,PUNCT
The,DET
night,NOUN
and,CCONJ
the,DET
scarred,ADJ
trees,NOUN
were,AUX
like,ADP
scenery,NOUN
in,ADP
a,DET
play,NOUN
",",PUNCT
and,CCONJ
to,PART
be,AUX
there,ADV
with,ADP
Eleanor,PROPN
",",PUNCT
shadowy,ADJ
and,CCONJ
unreal,ADJ
",",PUNCT
seemed,VERB
somehow,ADV
oddly,ADV
familiar,ADJ
.,PUNCT
Amory,PROPN
thought,VERB
how,ADV
it,PRON
was,AUX
only,ADV
the,DET
past,NOUN
that,PRON
ever,ADV
seemed,VERB
strange,ADJ
and,CCONJ
unbelievable,ADJ
.,PUNCT
The,DET
match,NOUN
went,VERB
out,ADV
.,PUNCT
"""",PUNCT
It,PRON
's,AUX
black,ADJ
as,ADP
pitch,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
We,PRON
're,AUX
just,ADV
voices,NOUN
now,ADV
",",PUNCT
"""",PUNCT
murmured,VERB
Eleanor,PROPN
",",PUNCT
"""",PUNCT
little,ADJ
lonesome,ADJ
voices,NOUN
.,PUNCT
Light,ADJ
another,DET
.,PUNCT
"""",PUNCT
"""",PUNCT
That,PRON
was,AUX
my,PRON
last,ADJ
match,NOUN
.,PUNCT
"""",PUNCT
Suddenly,ADV
he,PRON
caught,VERB
her,PRON
in,ADP
his,PRON
arms,NOUN
.,PUNCT
"""",PUNCT
You,PRON
_are,VERB
_,SYM
mine,PRON
--,PUNCT
you,PRON
know,VERB
you,PRON
're,AUX
mine,PRON
!,PUNCT
"""",PUNCT
he,PRON
cried,VERB
wildly,ADV
...,PUNCT
the,DET
moonlight,NOUN
twisted,VERB
in,ADP
through,ADP
the,DET
vines,NOUN
and,CCONJ
listened,VERB
...,PUNCT
the,DET
fireflies,NOUN
hung,VERB
upon,ADP
their,PRON
whispers,NOUN
as,SCONJ
if,SCONJ
to,PART
win,VERB
his,PRON
glance,NOUN
from,ADP
the,DET
glory,NOUN
of,ADP
their,PRON
eyes,NOUN
.,PUNCT
*****,PUNCT
THE,DET
END,NOUN
OF,ADP
SUMMER,PROPN
"""",PUNCT
No,DET
wind,NOUN
is,AUX
stirring,VERB
in,ADP
the,DET
grass,NOUN
;,PUNCT
not,ADV
one,NUM
wind,NOUN
stirs,NOUN
...,PUNCT
the,DET
water,NOUN
in,ADP
the,DET
hidden,ADJ
pools,NOUN
",",PUNCT
as,ADP
glass,NOUN
",",PUNCT
fronts,AUX
the,DET
full,ADJ
moon,NOUN
and,CCONJ
so,ADV
inters,NOUN
the,DET
golden,ADJ
token,NOUN
in,ADP
its,PRON
icy,NOUN
mass,ADJ
",",PUNCT
"""",PUNCT
chanted,VERB
Eleanor,PROPN
to,ADP
the,DET
trees,NOUN
that,PRON
skeletoned,VERB
the,DET
body,NOUN
of,ADP
the,DET
night,NOUN
.,PUNCT
"""",PUNCT
Is,AUX
n't,PART
it,VERB
ghostly,ADV
here,ADV
?,PUNCT
If,SCONJ
you,PRON
can,AUX
hold,VERB
your,PRON
horse,NOUN
's,PART
feet,NOUN
up,ADV
",",PUNCT
let,VERB
's,PRON
cut,VERB
through,ADP
the,DET
woods,NOUN
and,CCONJ
find,VERB
the,DET
hidden,ADJ
pools,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
It,PRON
's,AUX
after,ADP
one,NUM
",",PUNCT
and,CCONJ
you,PRON
'll,AUX
get,VERB
the,DET
devil,NOUN
",",PUNCT
"""",PUNCT
he,PRON
objected,VERB
",",PUNCT
"""",PUNCT
and,CCONJ
I,PRON
do,AUX
n't,PART
know,VERB
enough,ADJ
about,ADP
horses,NOUN
to,PART
put,VERB
one,NUM
away,ADV
in,ADP
the,DET
pitch,NOUN
dark,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Shut,VERB
up,ADP
",",PUNCT
you,PRON
old,ADJ
fool,NOUN
",",PUNCT
"""",PUNCT
she,PRON
whispered,VERB
irrelevantly,ADV
",",PUNCT
and,CCONJ
",",PUNCT
leaning,VERB
over,ADV
",",PUNCT
she,PRON
patted,VERB
him,PRON
lazily,ADV
with,ADP
her,PRON
riding,NOUN
-,PUNCT
crop,NOUN
.,PUNCT
"""",PUNCT
You,PRON
can,AUX
leave,VERB
your,PRON
old,ADJ
plug,NOUN
in,ADP
our,PRON
stable,NOUN
and,CCONJ
I,PRON
'll,AUX
send,VERB
him,PRON
over,ADP
to,ADP
-,PUNCT
morrow,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
But,CCONJ
my,PRON
uncle,NOUN
has,AUX
got,VERB
to,PART
drive,VERB
me,PRON
to,ADP
the,DET
station,NOUN
with,ADP
this,DET
old,ADJ
plug,NOUN
at,ADP
seven,NUM
o'clock,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Do,AUX
n't,PART
be,AUX
a,DET
spoil,NOUN
-,PUNCT
sport,NOUN
--,PUNCT
remember,VERB
",",PUNCT
you,PRON
have,VERB
a,DET
tendency,NOUN
toward,ADP
wavering,NOUN
that,PRON
prevents,VERB
you,PRON
from,SCONJ
being,AUX
the,DET
entire,ADJ
light,NOUN
of,ADP
my,PRON
life,NOUN
.,PUNCT
"""",PUNCT
Amory,PROPN
drew,VERB
his,PRON
horse,NOUN
up,ADP
close,ADJ
beside,NOUN
",",PUNCT
and,CCONJ
",",PUNCT
leaning,VERB
toward,ADP
her,PRON
",",PUNCT
grasped,VERB
her,PRON
hand,NOUN
.,PUNCT
"""",PUNCT
Say,PROPN
I,PRON
am--_quick_,SYM
",",PUNCT
or,CCONJ
I,PRON
'll,AUX
pull,VERB
you,PRON
over,ADP
and,CCONJ
make,VERB
you,PRON
ride,VERB
behind,ADP
me,PRON
.,PUNCT
"""",PUNCT
She,PRON
looked,VERB
up,ADP
and,CCONJ
smiled,VERB
and,CCONJ
shook,VERB
her,PRON
head,NOUN
excitedly,ADV
.,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
do,VERB
!--,PUNCT
or,CCONJ
rather,ADV
",",PUNCT
do,VERB
n't,PART
!,PUNCT
Why,ADV
are,AUX
all,DET
the,DET
exciting,ADJ
things,NOUN
so,ADV
uncomfortable,ADJ
",",PUNCT
like,SCONJ
fighting,VERB
and,CCONJ
exploring,VERB
and,CCONJ
ski-ing,VERB
in,ADP
Canada,PROPN
?,PUNCT
By,ADP
the,DET
way,NOUN
",",PUNCT
we,PRON
're,AUX
going,VERB
to,PART
ride,VERB
up,ADP
Harper,PROPN
's,PART
Hill,PROPN
.,PUNCT
I,PRON
think,VERB
that,PRON
comes,VERB
in,ADP
our,PRON
programme,NOUN
about,ADP
five,NUM
o'clock,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
You,PRON
little,ADJ
devil,PROPN
",",PUNCT
"""",PUNCT
Amory,PROPN
growled,VERB
.,PUNCT
"""",PUNCT
You,PRON
're,AUX
going,VERB
to,PART
make,VERB
me,PRON
stay,VERB
up,ADP
all,DET
night,NOUN
and,CCONJ
sleep,VERB
in,ADP
the,DET
train,NOUN
like,ADP
an,DET
immigrant,ADJ
all,DET
day,NOUN
to,ADP
-,PUNCT
morrow,NOUN
",",PUNCT
going,VERB
back,ADV
to,ADP
New,PROPN
York,PROPN
.,PUNCT
"""",PUNCT
"""",PUNCT
Hush,INTJ
!,PUNCT
some,DET
one,NOUN
's,AUX
coming,VERB
along,ADP
the,DET
road,NOUN
--,PUNCT
let,VERB
's,PRON
go,VERB
!,PUNCT
Whoo,INTJ
-,PUNCT
ee,NOUN
-,PUNCT
oop,NOUN
!,PUNCT
"""",PUNCT
And,CCONJ
with,ADP
a,DET
shout,NOUN
that,PRON
probably,ADV
gave,VERB
the,DET
belated,VERB
traveller,NOUN
a,DET
series,NOUN
of,ADP
shivers,NOUN
",",PUNCT
she,PRON
turned,VERB
her,PRON
horse,NOUN
into,ADP
the,DET
woods,NOUN
and,CCONJ
Amory,PROPN
followed,VERB
slowly,ADV
",",PUNCT
as,SCONJ
he,PRON
had,AUX
followed,VERB
her,PRON
all,DET
day,NOUN
for,ADP
three,NUM
weeks,NOUN
.,PUNCT
The,DET
summer,NOUN
was,AUX
over,ADV
",",PUNCT
but,CCONJ
he,PRON
had,AUX
spent,VERB
the,DET
days,NOUN
in,SCONJ
watching,VERB
Eleanor,PROPN
",",PUNCT
a,DET
graceful,ADJ
",",PUNCT
facile,NOUN
Manfred,VERB
",",PUNCT
build,VERB
herself,PRON
intellectual,ADJ
and,CCONJ
imaginative,ADJ
pyramids,VERB
while,SCONJ
she,PRON
revelled,VERB
in,ADP
the,DET
artificialities,NOUN
of,ADP
the,DET
temperamental,ADJ
teens,NOUN
and,CCONJ
they,PRON
wrote,VERB
poetry,NOUN
at,ADP
the,DET
dinner,NOUN
-,PUNCT
table,NOUN
.,PUNCT
When,ADV
Vanity,PROPN
kissed,VERB
Vanity,PROPN
",",PUNCT
a,DET
hundred,NUM
happy,ADJ
Junes,NOUN
ago,ADV
",",PUNCT
he,PRON
pondered,VERB
o,ADV
'er,ADP
her,PRON
breathlessly,NOUN
",",PUNCT
and,CCONJ
",",PUNCT
that,SCONJ
all,DET
men,NOUN
might,AUX
ever,ADV
know,INTJ
",",PUNCT
he,PRON
rhymed,VERB
her,PRON
eyes,NOUN
with,ADP
life,NOUN
and,CCONJ
death,NOUN
:,PUNCT
"""",PUNCT
Thru,PROPN
Time,PROPN
I,PRON
'll,AUX
save,VERB
my,PRON
love,NOUN
!,PUNCT
"""",PUNCT
he,PRON
said,VERB
...,PUNCT
yet,CCONJ
Beauty,PROPN
vanished,VERB
with,ADP
his,PRON
breath,NOUN
",",PUNCT
and,CCONJ
",",PUNCT
with,ADP
her,PRON
lovers,NOUN
",",PUNCT
she,PRON
was,AUX
dead,ADJ
...,PUNCT
--,PUNCT
Ever,ADV
his,PRON
wit,NOUN
and,CCONJ
not,PART
her,PRON
eyes,NOUN
",",PUNCT
ever,ADV
his,PRON
art,NOUN
and,CCONJ
not,PART
her,PRON
hair,NOUN
:,PUNCT
"""",PUNCT
Who,PRON
'd,AUX
learn,VERB
a,DET
trick,NOUN
in,ADP
rhyme,NOUN
",",PUNCT
be,AUX
wise,ADJ
and,CCONJ
pause,NOUN
before,ADP
his,PRON
sonnet,VERB
there,ADV
"""",PUNCT
...,PUNCT
So,ADV
all,DET
my,PRON
words,NOUN
",",PUNCT
however,ADV
true,ADJ
",",PUNCT
might,AUX
sing,VERB
you,PRON
to,ADP
a,DET
thousandth,ADJ
June,PROPN
",",PUNCT
and,CCONJ
no,DET
one,NOUN
ever,ADV
_know,ADV
_,SYM
that,SCONJ
you,PRON
were,AUX
Beauty,NOUN
for,ADP
an,DET
afternoon,NOUN
.,PUNCT
So,ADV
he,PRON
wrote,VERB
one,NUM
day,NOUN
",",PUNCT
when,ADV
he,PRON
pondered,VERB
how,ADV
coldly,ADV
we,PRON
thought,VERB
of,ADP
the,DET
"""",PUNCT
Dark,PROPN
Lady,NOUN
of,ADP
the,DET
